Seat,County,Region, ,Muslim,Left,Progressives,Average,Liberal,Blues,Reforms,Labour,Conservative,Reform,LibDem,Green,Oth,SNP,Plaid
Salisbury,Wiltshire,South West,0,0.8755904999999999,6.879901864829232,9.61648362969636,29.679799095120188,21.91070421421255,10.7318528,20.305667896141674,26.5,34.1,10.4,23.6,4.2,1.2,0,0
Scarborough and Whitby,North Yorkshire,Yorkshire and the Humber,0,0.7171815,7.366312788754523,7.6965237392739425,33.16683525660554,16.023174528580846,4.6836853,30.346286886785162,40.2,27.9,21.8,4.3,3.9,1.9,0,0
Scunthorpe,Lincolnshire,Yorkshire and the Humber,0,3.7467993999999996,8.656894291502779,6.83517061746732,29.250633962649246,14.083357675700821,4.8490164,32.57812765267984,39.7,30.6,20.9,2.4,3.1,3.3,0,0
Sefton Central,Merseyside,North West,0,0.43838879999999997,7.238279665563203,4.909442196376724,40.24984236228204,25.46517966014499,1.2996636000000001,20.39920371563304,56.4,17.9,12.2,5.5,6.9,1.0,0,0
Selby,North Yorkshire; West Yorkshire,Yorkshire and the Humber,0,0.2914238,7.8852277199384595,5.775990323372206,20.148221907783423,26.436193898965016,12.658095900000001,26.80484644994089,46.3,25.6,19.4,3.6,5.0,0.0,0,0
Sevenoaks,Kent,South East,0,1.0927479,7.440206934339108,9.142518904537571,21.815977400315887,32.47623031782544,11.1409494,16.891369142981997,13.6,36.7,18.7,25.8,4.1,1.0,0,0
Sheffield Brightside and Hillsborough,South Yorkshire,Yorkshire and the Humber,0,18.543828700000002,12.30899045241234,16.29425644955279,20.88150862823332,8.892043779772795,0.4698173,22.609554690028762,51.6,12.9,0.0,5.4,14.9,15.3,0,0
Sheffield Central,South Yorkshire,Yorkshire and the Humber,0,14.640057800000001,35.58483779483978,24.239565624164058,5.808201556262816,9.212784453360237,2.3889321,8.125620671373104,50.5,7.1,7.6,6.6,25.3,2.9,0,0
Sheffield Hallam,South Yorkshire,Yorkshire and the Humber,0,3.6474524,14.976991565746681,9.276052374939743,24.011905906894413,33.529534814298806,3.1361310000000002,11.42193193812035,46.3,12.0,0.0,30.4,8.7,2.6,0,0
Sheffield Heeley,South Yorkshire,Yorkshire and the Humber,0,6.4028920000000005,10.5857282727639,13.55804430725727,28.44373316200698,16.586904251411905,0.4845234,23.93817460655995,52.5,8.0,13.6,9.6,14.7,1.7,0,0
Sheffield South East,South Yorkshire,Yorkshire and the Humber,0,12.4513581,10.49852333136442,8.07890946020112,24.45964574439006,18.09358131581899,0.3487656,26.069216448225408,50.9,12.9,13.6,9.3,8.6,4.7,0,0
Sherwood Forest,Nottinghamshire,East Midlands,0,0.6255768,7.869372151839703,6.897156704907928,26.357437831945205,20.73283484892641,8.316874000000002,29.200747662380753,38.7,27.5,23.3,3.8,4.6,2.2,0,0
Shipley,West Yorkshire,Yorkshire and the Humber,0,5.4792552,7.326391963867741,9.551781912181664,26.08463701742417,26.426216869767405,5.1034726,20.028244436759017,45.0,27.2,15.0,2.8,7.5,2.6,0,0
Shrewsbury,Shropshire,West Midlands,0,0.6552595999999999,7.632205812291566,8.069249994030319,35.36865067185981,18.987778355619078,5.0175693,24.269286266199227,44.5,22.5,14.6,13.0,4.6,0.8,0,0
Sittingbourne and Sheppey,Kent,South East,0,1.1759605,8.938392619533396,9.131508066493328,31.316867040546086,17.35792100348067,3.9212018000000004,28.15814896994652,29.1,28.2,25.6,3.2,4.1,9.7,0,0
Skipton and Ripon,North Yorkshire,Yorkshire and the Humber,0,0.7758054999999999,6.979070019640682,8.268507884154815,22.90251799825701,26.926704689260664,12.246427800000001,21.900966108686827,32.1,35.2,15.9,7.8,6.4,2.4,0,0
Sleaford and North Hykeham,Lincolnshire,East Midlands,0,0.4514837,7.786986947243024,6.788027814654756,23.64492515534353,24.283605683690002,12.132919699999999,24.912050999068693,26.8,35.7,21.6,4.7,5.0,6.2,0,0
Slough,Berkshire,South East,0,31.0531099,11.5692378205985,30.50064679442476,0.0,12.029550502491537,8.5226365,6.324818482485206,33.9,17.2,7.7,4.8,4.3,32.0,0,0
Smethwick,West Midlands,West Midlands,0,19.8320205,12.24232462312688,32.86077914869815,5.933901806498113,12.543785120119592,2.2899393000000003,14.29724950155727,48.0,12.9,16.1,2.9,7.8,12.2,0,0
Solihull West and Shirley,West Midlands,West Midlands,0,7.5258223,7.957905954442506,12.02594776679894,18.815249159476494,32.91977308404895,6.2288591,14.526442635233115,24.9,34.7,15.3,16.9,7.0,1.3,0,0
South Basildon and East Thurrock,Essex,Eastern,0,2.0144878,9.43198281460757,11.863028494931722,31.1293227197836,16.565522367649148,4.0423348,24.953321003027952,30.5,25.7,30.8,2.7,4.3,5.9,0,0
South Cambridgeshire,Cambridgeshire,Eastern,0,2.0436175,9.231620316479775,10.418952247735891,21.370488721188025,26.867088291584878,16.3256078,13.742625123011418,11.1,27.4,8.9,46.8,4.8,0.8,0,0
South Cotswolds,Gloucestershire; Wiltshire,South West,0,0.449607,7.551185241214855,8.754837792228534,15.434907803613868,31.64982622322746,17.0263762,19.133259739715278,7.5,34.4,9.8,43.9,3.0,1.3,0,0
South Derbyshire,Derbyshire,East Midlands,0,0.7469545999999999,7.73150308179652,8.97007358155123,23.29616873199575,25.540769028234923,7.7601474,25.954383576421577,38.8,29.7,19.6,4.7,4.2,3.0,0,0
South Devon,Devon,South West,0,0.37269820000000004,6.45312683327465,7.151288993716644,26.47670343919583,23.48193923540369,13.1547139,22.90952939840918,6.3,31.5,13.0,46.0,3.1,0.3,0,0
South Dorset,Dorset,South West,0,0.4895488,7.2393210445100955,7.836599363373686,28.379805392092095,19.654743017667315,9.0078214,27.392160982356803,31.9,29.8,16.7,16.3,4.4,0.9,0,0
South East Cornwall,Cornwall,South West,0,0.12313779999999999,6.763696420737515,6.6327816530646135,23.548043228183673,22.430005345272487,14.312700000000001,26.189635552741706,31.8,27.9,18.9,16.8,4.1,0.5,0,0
South Holland and The Deepings,Lincolnshire,East Midlands,0,0.45943629999999996,7.2483294398869855,6.01108006475937,24.80262264156201,19.844306974421375,11.3850355,30.249189079370254,19.8,38.0,23.1,4.2,3.9,11.0,0,0
South Leicestershire,Leicestershire,East Midlands,0,0.5181652999999999,7.795624159829412,6.602405645017361,22.085260321608843,29.8618765035342,11.045741200000002,22.09092687001017,24.8,35.6,19.9,14.8,4.8,0.0,0,0
South Norfolk,Norfolk,Eastern,0,0.7066756000000001,7.022225660066003,7.355797441526629,28.61137478709493,20.877482926253492,14.6688764,20.757567185058942,35.0,29.3,15.3,11.6,8.0,0.8,0,0
South Northamptonshire,Northamptonshire,East Midlands,0,0.5513928,7.688643525417087,7.742543366796961,18.555892709327665,31.481911109882734,14.3714552,19.608161288575552,28.9,35.7,16.7,9.3,5.7,3.7,0,0
South Ribble,Lancashire,North West,0,0.8530945999999999,7.761514195583576,5.544973370395612,31.955246047810718,26.158421996071638,4.1853255,23.541424290138462,42.5,28.6,19.3,6.4,3.4,0.0,0,0
South Shields,Tyne and Wear,North East,0,3.6080384,8.661958284096835,6.8243352772295225,37.93799116265957,14.180385463256219,0.27430920000000003,28.51298221275786,41.1,11.2,23.0,3.8,14.8,6.2,0,0
South Shropshire,Shropshire,West Midlands,0,0.30017059999999995,6.217105668610022,7.639844034788366,23.1399297214993,24.98899477184259,13.956900000000001,23.75705520325972,13.4,34.1,17.8,31.0,3.7,0.0,0,0
South Suffolk,Suffolk,Eastern,0,0.4689141,7.153932456792764,6.839409240189229,20.401658803468933,26.516540286427794,14.4664727,24.153072413121286,26.7,33.0,19.0,13.2,8.2,0.0,0,0
South West Devon,Devon,South West,0,0.31862240000000003,7.854584216462756,6.2924929748835225,29.814509601934816,27.494926973853666,4.8443000000000005,23.38056383286524,30.3,34.3,17.9,10.6,5.6,1.3,0,0
South West Hertfordshire,Hertfordshire,Eastern,0,3.5796848,8.592660224707686,10.898799670163642,17.69138442259724,33.50931477515108,13.4232373,12.304918807380348,20.0,34.1,14.1,24.9,5.2,1.7,0,0
South West Norfolk,Norfolk,Eastern,0,0.42781269999999993,7.67814334850431,7.205593689507246,23.48965979849646,19.044444159443483,12.372737800000001,29.781608504048485,26.7,25.3,22.5,5.9,4.1,15.5,0,0
South West Wiltshire,Wiltshire,South West,0,0.8840702,7.756545290400236,7.965403710107719,30.880378361921686,21.67842116150952,4.2888655,26.546315776060855,26.8,33.8,17.0,15.6,4.9,1.9,0,0
Southampton Itchen,Hampshire,South East,0,3.5053289000000003,16.850565913937228,13.449694581039331,27.34730650299042,15.514170521116565,1.5221502,21.810783380916465,41.5,25.4,18.0,7.1,7.3,0.7,0,0
Southampton Test,Hampshire,South East,0,7.091095,17.45746847987657,18.92743128955963,26.17574877092231,10.66920201309945,2.1212363,17.55781814654204,44.5,18.5,14.7,9.1,10.0,3.2,0,0
Southend East and Rochford,Essex,Eastern,0,2.9598868,9.047161931357747,14.249690056106678,32.154761561903484,16.712761301553588,2.5965979,22.279140449078515,38.8,28.7,18.2,5.7,6.8,1.8,0,0
Southend West and Leigh,Essex,Eastern,0,2.5848236,7.646075176308063,11.652742314602447,36.935477715232324,18.811423004778284,2.2989176999999996,20.07054048907888,35.7,31.6,17.7,6.8,7.0,1.3,0,0
Southgate and Wood Green,London (Enfield; Haringey),London,0,14.387570799999999,9.85242970269791,31.286187433601846,13.013675640622893,16.1060467362825,8.754063200000001,6.600026486794853,51.1,17.6,6.9,8.6,12.3,3.5,0,0
Southport,Lancashire; Merseyside,North West,0,1.0598638,7.5720104742507885,9.184877872901547,34.35986935746595,19.523379701678763,4.0145269,24.285471893702944,38.3,25.4,16.4,13.0,4.8,2.0,0,0
Spelthorne,Surrey,South East,0,4.027002100000001,8.422608053195404,14.028117196290495,24.688632922477126,26.399430538301456,6.5955214,15.838687789735507,27.0,30.4,17.9,18.9,5.2,0.6,0,0
Spen Valley,West Yorkshire,Yorkshire and the Humber,0,7.3666064,8.81489120077273,7.449009988191996,27.81229913292188,22.894134573509124,0.5404078999999999,25.122650804604273,39.2,24.0,24.1,3.5,5.6,3.7,0,0
St Albans,Hertfordshire,Eastern,0,6.1804809,7.7291477758904605,14.281146554433217,17.829076882270613,34.72876589209877,8.3941475,10.857234495306948,10.1,18.2,8.4,56.6,6.3,0.4,0,0
St Austell and Newquay,Cornwall,South West,0,0.11628490000000001,7.988444616351588,7.2622698274911865,27.945271017895323,17.23880008035758,9.6344,29.814529557904326,34.1,28.9,19.7,10.3,5.0,2.0,0,0
St Helens North,Merseyside,North West,0,0.7028193,8.468238016931588,5.473331112676572,32.2048107729879,20.731399424844618,1.8956193,30.52378207255933,52.6,11.1,22.5,4.4,8.6,0.7,0,0
St Helens South and Whiston,Merseyside,North West,0,0.7327591,9.049134419551915,6.770296455281331,38.6848791124484,14.066388700619951,0.6703633,30.0261789120984,49.7,8.0,18.3,5.8,6.9,11.2,0,0
St Ives,Cornwall,South West,0,0.1841662,7.246337929924334,7.991942196181563,26.206703588895138,20.172476157322038,12.799,25.39937392767693,5.8,23.4,13.5,52.0,3.7,1.6,0,0
St Neots and Mid Cambridgeshire,Cambridgeshire,Eastern,0,1.7965601000000002,7.885267455539398,10.10955819105775,21.863599881042518,30.961061889279758,10.4982869,16.885665583080563,13.1,28.2,10.7,36.9,5.0,6.1,0,0
Stafford,Staffordshire,West Midlands,0,1.317877,7.267551704158996,9.503794602820424,30.53705353768953,21.22423480044109,6.710736000000001,23.438752354889964,40.3,30.3,18.7,3.6,6.2,0.9,0,0
Staffordshire Moorlands,Staffordshire,West Midlands,0,0.2710409,7.1642635001413515,4.788591201056259,29.75867520707712,23.442988051070493,5.797273700000001,28.777167440654782,32.6,35.4,23.2,3.5,5.3,0.0,0,0
Stalybridge and Hyde,Greater Manchester,North West,0,5.819937299999999,8.906083859644625,7.811620398989795,31.636860200916203,19.368330702848567,0.6039364,25.853231137600808,43.8,18.5,20.9,2.9,7.4,6.6,0,0
Stevenage,Hertfordshire,Eastern,0,2.9228184,8.850636858583451,12.353453571311942,31.487775602961676,20.889743783802924,3.2684728,20.227098983339996,41.4,25.9,17.9,8.1,6.2,0.3,0,0
Stockport,Greater Manchester,North West,0,6.362786600000001,8.373941429720384,11.649846711905067,30.157513738001597,21.66120519199974,0.8393423,20.955364028373214,49.9,11.4,14.9,8.5,11.1,4.2,0,0
Stockton North,County Durham,North East,0,3.6662631,9.023100609718702,8.189802842658125,33.01500097330488,14.54015173230008,1.2693952,30.296285542018214,45.8,21.5,24.6,3.0,5.1,0.0,0,0
Stockton West,North Yorkshire; County Durham,North East,0,2.4161941,7.628931315852003,6.714393884537966,29.4327620896607,28.313571312988106,4.6717274,20.82241989696122,37.5,41.9,14.0,2.5,3.0,1.1,0,0
Stoke-on-Trent Central,Staffordshire,West Midlands,0,9.900920000000001,13.27689448688828,10.97235161360733,27.866309454702048,8.782468459338796,0.7145568,28.486499185463547,42.4,17.6,24.2,2.8,4.8,8.1,0,0
Stoke-on-Trent North,Staffordshire,West Midlands,0,7.6975219,10.04317116314739,7.4176014743497065,28.80980068937336,13.737042459546247,0.4280093,31.866853013583288,40.3,26.3,24.4,2.5,3.4,3.1,0,0
Stoke-on-Trent South,Staffordshire,West Midlands,0,5.4566621,8.635669527670991,6.00438283429175,26.665104552574533,20.66974441666618,3.6720662,28.896370368796546,34.7,33.2,21.6,3.9,2.9,3.6,0,0
"Stone, Great Wyrley and Penkridge",Staffordshire,West Midlands,0,0.9220462,7.537421168604197,6.550235430516271,25.512916333391118,25.44622729067149,9.5240699,24.507083676816933,33.7,46.5,0.0,6.9,5.2,7.7,0,0
Stourbridge,West Midlands,West Midlands,0,6.463559000000001,9.2749092643124,8.856177055109256,29.407747372438635,19.946891709810412,0.5565291,25.494186498329295,38.5,30.8,19.7,4.0,4.3,2.7,0,0
Stratford and Bow,London (Newham; Tower Hamlets),London,0,32.1651164,15.478638849721971,33.33189043105571,0.0,8.445516149659653,5.924332100000001,4.654506069562665,44.1,7.2,4.8,4.4,17.3,22.2,0,0
Stratford-on-Avon,Warwickshire,West Midlands,0,0.5206033,6.617603277243868,8.23957272754458,19.687530536730918,31.703732710383534,13.9342067,19.296750748097104,7.1,30.8,14.6,44.3,2.3,0.9,0,0
Streatham and Croydon North,London (Croydon; Lambeth),London,0,11.750915,9.62520234092888,41.94900101685779,3.548527248500392,20.389954473170864,6.346227799999999,6.390172120542063,52.1,12.0,4.5,11.3,17.1,3.0,0,0
Stretford and Urmston,Greater Manchester,North West,0,12.5304614,9.991673605328874,15.17193159713788,19.16219055143449,25.50611882663315,0.8922255,16.745398519465592,49.2,14.1,11.9,4.8,9.6,10.4,0,0
Stroud,Gloucestershire,South West,0,0.3030587,7.163109983584527,6.7230600540024446,29.38792782614246,28.134299684477853,5.3093074,22.97923635179272,46.4,25.7,11.5,5.3,10.4,0.8,0,0
Suffolk Coastal,Suffolk,Eastern,0,0.5480363,6.750404272122131,7.778811339914762,25.372765925992212,24.845283594076715,10.165715,24.53898356789418,31.7,29.5,15.9,14.0,8.9,0.0,0,0
Sunderland Central,Tyne and Wear,North East,0,4.2396805,10.536229324857251,9.29698368726202,35.02298184520674,13.975519463426107,0.45788840000000003,26.47071677924788,42.2,14.3,27.0,9.0,7.5,0.0,0,0
Surrey Heath,Surrey,South East,0,2.9715986,8.734242662989935,11.336352936286346,27.690871898729483,28.85114129097093,5.7786332,14.637159411023312,6.6,33.0,13.1,44.8,2.4,0.2,0,0
Sussex Weald,East Sussex,South East,0,0.41817979999999993,6.737773832214936,6.222174467808719,31.090757257644213,28.114768424328336,7.9981798,19.418166418003793,16.8,34.1,18.1,20.2,7.7,3.2,0,0
Sutton and Cheam,London (Sutton),London,0,7.7677419,7.815199669043374,16.675897473694352,23.55877200885513,23.775487275307583,9.827957,10.578944673099569,17.7,28.9,12.2,36.9,3.6,0.7,0,0
Sutton Coldfield,West Midlands,West Midlands,0,4.007902,8.196378920986321,14.573907797079901,23.340867320629172,31.750800704923677,3.4588837999999997,14.671259456380918,33.0,38.3,17.0,5.4,5.0,1.4,0,0
Swindon North,Wiltshire,South West,0,1.9277403,8.635309550022244,9.713546704942054,30.530653220078847,20.988079974496934,4.5210975,23.683572750459923,40.6,31.3,17.1,4.7,5.4,0.9,0,0
Swindon South,Wiltshire,South West,0,3.6391145,8.859551110291468,13.347358337177788,30.207685603259293,18.4586871960271,4.6338058,20.853797453244354,48.4,26.9,13.8,4.1,5.7,1.1,0,0
Tamworth,Staffordshire,West Midlands,0,0.6495835,8.7777441790142,6.713937681346088,30.09809165311526,21.772370504415445,2.7182359,29.270036582109014,35.0,31.9,25.1,3.3,3.6,1.1,0,0
Tatton,Cheshire,North West,0,1.748291,6.6890374793357745,8.691102665665525,22.622676538450833,36.33784501827441,8.1749141,15.736133198273453,36.3,38.4,11.5,8.9,5.0,0.0,0,0
Taunton and Wellington,Somerset,South West,0,0.7608615,8.04447424293215,8.86972655533877,34.67792055730179,19.339843640156083,4.1810859,24.126087604271206,7.1,24.6,16.0,48.4,3.6,0.3,0,0
Telford,Shropshire,West Midlands,0,1.3110686999999999,9.440692025121455,12.99262360306641,30.06555866882462,16.23508950036289,1.0331831999999999,28.921784302624623,44.7,21.4,24.8,3.8,5.2,0.0,0,0
Tewkesbury,Gloucestershire,South West,0,0.9512473,7.438264280093414,7.648380023666302,28.701403244423517,28.262704208700328,5.5651509,21.43285004311644,8.9,29.8,12.4,42.7,5.9,0.4,0,0
The Wrekin,Shropshire,West Midlands,0,3.6901663,10.74170490645958,10.980068863602504,23.48472782042036,20.404314566254023,7.558716600000001,23.140300943263533,30.9,32.6,19.8,9.5,6.1,1.1,0,0
Thirsk and Malton,North Yorkshire,Yorkshire and the Humber,0,0.2520922,6.893602669268467,7.856287704269101,21.385912521885842,22.384243591200498,14.7651,26.4627613133761,24.1,39.2,18.0,10.8,6.0,1.9,0,0
Thornbury and Yate,Gloucestershire,South West,0,0.5949287999999999,8.312827384577904,6.107522511284736,25.894676189199302,29.503908232956583,7.098497700000001,22.48763918198148,9.5,33.4,14.1,39.0,4.1,0.0,0,0
Thurrock,Essex,Eastern,0,6.3057694,10.25322659696128,24.18552484516129,21.158803594458107,16.897936570064516,3.4534575,17.745281493354803,42.7,21.3,25.5,3.1,4.3,3.0,0,0
Tipton and Wednesbury,West Midlands,West Midlands,0,7.6871792999999995,11.18696047251248,19.381550965485438,21.14183584579132,12.355772960908254,2.1948429,26.05185755530251,36.9,26.3,25.2,1.9,4.7,5.0,0,0
Tiverton and Minehead,Devon; Somerset,South West,0,0.1720303,6.839386329034852,7.178743405857818,25.274852390897678,21.552250473903694,12.952300000000001,26.030437100305953,9.1,31.2,16.4,38.6,4.7,0.0,0,0
Tonbridge,Kent,South East,0,0.9731009,7.571526017065845,7.8135947487412825,23.843576413846534,30.063824599120256,11.211395300000001,18.52298202122607,18.6,40.8,15.0,8.4,15.1,2.1,0,0
Tooting,London (Wandsworth),London,0,10.5697801,10.48389801142395,35.033129857037395,14.805063093824828,15.112014327910932,7.198491000000001,6.797623609802897,55.2,18.4,4.8,8.4,10.7,2.6,0,0
Torbay,Devon,South West,0,0.63122,7.22091254311296,9.298988879449816,41.73180518513033,12.493526069179627,0.279722,28.343825323127273,7.1,29.5,18.8,41.1,3.1,0.5,0,0
Torridge and Tavistock,Devon,South West,0,0.1697206,6.4729308197812685,6.638394213539479,28.65970570134874,20.101024608220655,11.066600000000001,26.89162405710986,21.2,31.6,18.0,23.8,4.6,0.8,0,0
Tottenham,London (Hackney; Haringey),London,0,15.8684151,12.344583414219281,47.67072413404259,2.3625886210109,9.684253169606357,6.0607329000000005,6.00870266112086,57.5,5.8,4.0,4.8,19.0,9.0,0,0
Truro and Falmouth,Cornwall,South West,0,0.49427730000000003,12.59076009648084,9.300800045968435,29.97230631638257,18.60922187044304,8.1067078,20.925926570725103,41.3,25.1,12.3,13.0,6.9,1.3,0,0
Tunbridge Wells,Kent,South East,0,1.7490941999999998,6.71527154133382,11.53414313084314,24.66581953746993,28.501789389474894,10.3587836,16.475098600878205,11.4,27.6,12.0,43.6,4.3,1.1,0,0
Twickenham,London (Richmond upon Thames),London,0,4.1673266,8.518562448108167,18.60989347369489,22.193217458136857,32.09328574083324,6.1338101,8.283904179226846,12.5,16.3,7.6,56.3,6.7,0.6,0,0
Tynemouth,Tyne and Wear,North East,0,1.3312055999999999,7.727597104699758,8.388745338781522,35.38670934622323,24.85023653258697,0.34126599999999996,21.974240077708522,50.6,18.7,15.3,5.6,7.4,2.5,0,0
Uxbridge and South Ruislip,London (Hillingdon),London,0,12.150559399999999,12.9004257429835,24.08059579141012,11.305546932521764,20.664428999129594,9.631646499999999,9.266796633955023,36.2,34.9,14.4,3.8,9.5,1.3,0,0
Vauxhall and Camberwell Green,London (Lambeth; Southwark),London,0,9.532657799999999,14.941265294339651,52.502136847946744,0.0,13.291686083824892,3.2736018,6.458652173888713,57.4,7.5,5.4,12.1,17.1,0.5,0,0
Wakefield and Rothwell,West Yorkshire,Yorkshire and the Humber,0,7.650737100000001,8.70079327723372,9.578203268275143,32.649352282862026,14.680576948303909,1.1710792,25.569257923325207,43.7,18.0,20.7,8.0,5.9,3.7,0,0
Wallasey,Merseyside,North West,0,0.7683932,8.26851603509712,8.093813741812061,38.32872868732748,16.188212816304713,0.4552193,27.897116219458628,57.7,11.7,15.6,4.3,9.1,1.5,0,0
Walsall and Bloxwich,West Midlands,West Midlands,0,21.858244900000003,12.55412197297709,18.759757000406463,15.46747619924949,10.113659849695141,2.3279531999999996,18.91878687767181,33.6,18.0,19.6,2.2,6.2,20.4,0,0
Walthamstow,London (Waltham Forest),London,0,23.313755399999998,10.05227890380266,33.136550963861666,7.603514835965441,16.26098031460375,3.0568344,6.576085181766489,59.3,5.1,4.0,3.8,20.0,7.8,0,0
Warrington North,Cheshire,North West,0,1.4216980000000001,8.31659405733962,6.867704919366281,30.826929847756944,22.130135130957676,3.5469983000000003,26.889939744579483,46.8,16.2,23.8,6.8,4.7,1.6,0,0
Warrington South,Cheshire,North West,0,2.1884959,7.7902532250358325,8.696044223203614,30.441961643317413,26.840030940812856,2.1337522,21.90946186763028,46.7,23.9,15.9,7.7,4.7,1.1,0,0
Warwick and Leamington,Warwickshire,West Midlands,0,1.6707281,13.043134240629332,18.492220023928198,21.24632099810124,25.04563090061816,5.3826678999999995,15.119297836723067,48.7,23.5,10.5,7.9,9.1,0.3,0,0
Washington and Gateshead South,Tyne and Wear,North East,0,0.6619925,8.923891325219907,5.274332553221699,33.700843539586415,17.700279781164905,0.5851094,33.153550900807076,47.8,12.6,29.1,4.3,4.6,1.7,0,0
Watford,Hertfordshire,Eastern,0,12.4452386,8.971134674642013,20.930336477924563,15.045511513985758,21.539029656984873,10.6352868,10.433462276462784,35.3,24.7,11.1,17.0,5.5,6.4,0,0
Waveney Valley,Norfolk; Suffolk,Eastern,0,0.28346920000000003,6.337475474166116,5.962223783335885,18.402370040140852,24.961434495330984,17.646051300000003,26.40697570702617,9.4,30.3,15.9,2.5,41.7,0.2,0,0
Weald of Kent,Kent,South East,0,0.5385668,6.900099110514494,6.729338576820577,18.560352589493775,29.738397937593277,18.1060794,19.427165585577875,23.2,39.8,20.1,7.8,9.0,0.0,0,0
Wellingborough and Rushden,Northamptonshire,East Midlands,0,1.7641828,8.71585715222953,11.214290079947553,27.29043785980015,18.790424352747724,5.8329895,26.391818255275037,40.3,27.8,21.5,3.6,6.1,0.6,0,0
Wells and Mendip Hills,Somerset; Somerset,South West,0,0.2245898,7.252906976744171,6.545669078614043,19.849179028764638,29.196281347675082,15.103445200000003,21.827928568202054,7.0,24.8,13.1,46.9,4.1,4.0,0,0
Welwyn Hatfield,Hertfordshire,Eastern,0,3.2923077000000003,13.34658109913018,15.728823649559265,24.594869936390566,21.544840525856998,6.9701097999999995,14.522467289062988,41.0,33.2,13.2,6.4,6.2,0.0,0,0
West Bromwich,West Midlands,West Midlands,0,11.6739413,11.46471997157885,29.896225327819835,13.621603274949862,12.173670974413314,3.9842459000000003,17.185593251238146,46.2,20.1,19.5,3.6,5.6,5.0,0,0
West Dorset,Dorset,South West,0,0.531051,6.197242631062036,7.97946212725512,30.65369260170671,22.05721712783121,10.973237600000001,21.608096912144926,5.9,36.5,0.0,51.3,4.3,1.9,0,0
West Ham and Beckton,London (Newham),London,0,25.0781552,14.296910661533548,41.93180546883774,1.0063111641602092,8.721721122248454,4.3258761,4.639220283220071,45.2,10.4,7.7,4.4,10.7,21.5,0,0
West Lancashire,Lancashire,North West,0,0.45699829999999997,14.20472701880622,5.919818828583163,27.512869063246058,21.988818411632646,5.432688300000001,24.484080077731907,50.5,19.6,17.9,4.6,7.4,0.0,0,0
West Suffolk,Suffolk,Eastern,0,1.2662085,9.388814244248648,11.67594921633435,21.698775376053874,20.100948420299087,11.1376808,24.73162344306404,27.2,34.3,20.8,9.3,6.3,2.1,0,0
West Worcestershire,Worcestershire,West Midlands,0,0.42657600000000007,6.842130188723909,6.707999131804798,22.6172281857464,29.783651956375685,12.8274387,20.794975837349206,15.2,36.2,14.4,24.2,9.3,0.7,0,0
Westmorland and Lonsdale,Cumbria,North West,0,0.293668,6.841596286506343,7.331728149678419,23.616965540148655,23.63747315628299,13.5474,24.731168867383598,4.7,19.4,9.8,62.7,3.0,0.5,0,0
Weston-super-Mare,Somerset,South West,0,0.8430068000000001,8.36099276726443,9.196648140560331,35.50296997314172,17.27270688755173,1.4802622000000003,27.343413231481797,38.5,28.1,18.2,8.9,6.3,0.0,0,0
Wetherby and Easingwold,North Yorkshire; West Yorkshire,Yorkshire and the Humber,0,0.6369636,6.705661713596246,7.594542317867567,15.940292357215384,32.84108328809786,18.161120500000003,18.120336223222928,30.1,39.4,13.9,6.4,8.7,1.4,0,0
Whitehaven and Workington,Cumbria,North West,0,0.38264760000000003,7.845538517659623,4.107839963430624,30.793805446696027,13.624525027344545,8.421000000000001,34.82464344486918,52.9,20.2,21.2,2.8,2.9,0.0,0,0
Widnes and Halewood,Cheshire; Merseyside,North West,0,0.5834217,9.048714587624719,5.477665114937776,35.06818864414137,18.814700549452265,0.49178279999999996,30.51552660384387,61.6,9.2,18.5,4.2,5.4,1.1,0,0
Wigan,Greater Manchester,North West,0,1.4872724,8.951684730431559,7.496709322525816,34.826290418029885,15.787096939781412,1.5461519000000001,29.90479428923133,47.4,10.5,24.1,4.1,4.0,9.8,0,0
Wimbledon,London (Kingston upon Thames; Merton),London,0,7.492255,7.835077371531354,23.340741476399902,9.6276233021635,31.772349475504083,13.51751,6.414443374401152,21.3,22.2,5.9,45.1,4.4,1.1,0,0
Winchester,Hampshire,South East,0,0.7578722,12.64637541123147,10.643538381440562,25.223236553246352,25.99523986154839,10.178317,14.555420592533222,5.3,28.2,8.4,52.5,4.8,0.8,0,0
Windsor,Berkshire; Surrey,South East,0,6.6454412000000005,13.8050409282276,20.44753300908809,11.344227820416165,27.319170547457198,9.3324988,11.106087694810949,22.2,36.4,10.3,21.1,5.1,5.0,0,0
Wirral West,Merseyside,North West,0,0.4642483,6.853864734299507,5.908573668558024,44.60639040769824,22.385256678865186,0.861623,18.920043210579042,46.4,26.3,12.9,6.1,8.3,0.0,0,0
Witham,Essex,Eastern,0,0.5938254,7.529879089863749,7.191016665817995,21.702420225094897,27.909294371447444,12.188564,22.88500024777592,27.0,37.2,19.5,6.8,7.0,2.5,0,0
Witney,Oxfordshire,South East,0,0.7495604,8.19043946642244,10.33201403083902,20.92211893039817,28.616281757244884,11.030253300000002,20.159332115095484,9.4,32.6,12.5,41.2,3.3,1.0,0,0
Woking,Surrey,South East,0,9.3608997,8.014891054418028,13.841881695994255,19.076782304179943,30.711025940145227,6.2681603,12.726359005262543,9.2,26.5,10.2,49.9,3.8,0.3,0,0
