Seat,County,Region,KMeans_label,GMM_label,Agglomerative_label,DBSCAN_outlier,Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6,Segment_7,Segment_8,Segment_9,Segment_10,Segment_11,Segment_12
Lincoln,Lincolnshire,East Midlands,3,3,7,False,8.74436841883779e-06,3.862227896606869e-05,99.9937328599381,0.00038051674256023136,6.22942947902542e-05,7.273164448564731e-11,6.43362675142612e-11,0.00530667433222857,1.387155157596777e-05,0.0004564163563409673,2.9882388181032464e-32,0.0
Liverpool Garston,Merseyside,North West,8,8,8,False,4.948997152962026e-09,0.00036923257395889706,1.0705635817514243,1.1785225648114e-18,0.0008520566603052472,9.81639201620455e-15,8.803818104424129e-12,98.92809000739629,2.989228328047672e-05,9.522437675372661e-05,2.3230145794218456e-24,0.0
Liverpool Riverside,Merseyside,North West,4,5,2,False,4.326133581135241e-07,5.403770500661259e-05,6.895432728932849,1.2813992336589148e-51,93.10451257703565,3.9747266046431857e-84,2.826503789945809e-25,2.949989390689106e-23,2.2371325319542774e-07,6.367167911754274e-20,1.3398782086360863e-119,0.0
Liverpool Walton,Merseyside,North West,8,8,9,False,6.958643873717707e-10,1.72602123521702e-05,0.00021594105957621184,1.2133050247251557e-23,4.0419099051507895e-05,8.01030862670796e-25,4.352923533043205e-18,99.99972109383847,5.284941335759029e-06,1.5327984710908988e-10,1.2220816454841822e-44,0.0
Liverpool Wavertree,Merseyside,North West,4,3,7,False,1.0042170117886615e-07,0.0009098726605954694,99.99784380669261,6.979270144286018e-26,0.0011966561702655306,2.713878942040651e-41,8.091101977557443e-15,6.702969466581032e-09,4.9063927229511685e-05,4.934247284881316e-07,8.64559890340038e-62,0.0
Liverpool West Derby,Merseyside,North West,8,8,9,False,1.4889711251881799e-09,1.4699099714213027e-06,1.3227988398975513e-05,1.171818022430716e-25,1.1919021750601554e-05,5.550234441193218e-28,4.651840648004501e-20,99.99996797834798,5.40324267516387e-06,1.2537716663169922e-13,3.342845753207371e-45,0.0
Loughborough,Leicestershire,East Midlands,3,3,7,False,1.480221765672979e-06,8.613104893892417e-05,99.73048395617424,5.451769750149023e-07,0.0004981760054987366,4.2919332005507695e-08,8.901367301949307e-10,2.9783904448591656e-06,8.323256137401769e-08,0.26892660594021167,9.4450517421503e-18,0.0
Louth and Horncastle,Lincolnshire,East Midlands,1,6,1,False,1.6029240692361675e-07,2.3129127855103263e-05,1.2521020175680063e-05,3.5322363309667976e-08,0.0016441933144277802,99.9983194633723,1.3198117864409811e-18,2.8258000107687355e-11,1.5865500453673455e-10,4.973635713345774e-07,4.782169231629653e-14,0.0
Lowestoft,Suffolk,Eastern,9,4,1,False,1.7183105833125582e-08,5.671608613241278e-07,7.46541324729674e-05,99.95719309977943,1.663363435553592e-07,0.04036517189979126,9.610266167748058e-15,0.00028876488543251306,3.3331622444102947e-10,0.002077558289167282,5.308813709308675e-19,0.0
Luton North,Bedfordshire,Eastern,5,2,8,False,2.7824930558212886e-06,99.99989538196738,1.5871624109406642e-12,1.5200737022178882e-33,7.049636377058914e-05,5.583531166809287e-49,1.0098302148100751e-19,2.448990830149068e-31,3.067417967145004e-05,6.64994580141396e-07,1.9308024696801864e-61,0.0
Luton South and South Bedfordshire,Bedfordshire,Eastern,5,2,8,False,2.4769227576480135e-05,99.90903303642833,2.635842679349562e-10,7.135403719420059e-29,0.0909416682577658,5.3664229020312816e-43,1.6470280352916855e-17,9.231381564001793e-25,3.9368186562237366e-07,1.3214090531661635e-07,2.5381913895113436e-52,0.0
Macclesfield,Cheshire,North West,1,6,1,False,5.46680046643934e-09,1.0767034350978036e-06,0.0009185624467966836,0.0010819144447805668,6.72018485672489e-07,98.91873480789761,6.194974640854934e-12,1.0829708051112119e-05,9.519859901176315e-07,1.0792511792692785,5.2620365420973306e-11,0.0
Maidenhead,Berkshire,South East,7,7,5,False,5.332858509512009e-08,9.227231017720868e-05,1.1062172196806891e-05,4.070927184012252e-24,0.0003261124615802242,4.437780482688801e-19,99.99952800650304,1.986200020741912e-19,6.80044881807414e-07,4.172953557503338e-05,8.364403925714699e-08,0.0
Maidstone and Malling,Kent,South East,6,4,1,False,3.436535346108422e-07,6.563225006238588e-07,1.6806768900630719e-06,99.80666793399327,3.5959296151613873e-07,5.770982570817509e-07,1.387507928506361e-07,3.4344300185201038e-09,1.8740518728049154e-06,0.19332643242502418,4.0107818264463565e-13,0.0
Makerfield,Greater Manchester,North West,8,8,9,False,7.616563206539305e-11,5.513110197657007e-05,9.163210826673487e-06,4.061338728724741e-12,1.1565770822506815e-05,8.326690158667097e-15,3.8942316645453344e-10,99.9999145397225,3.2023781419709115e-10,9.59940389459647e-06,1.504593098368051e-26,0.0
Maldon,Essex,Eastern,1,6,1,False,9.80329870708578e-09,6.858135132559082e-06,4.0980792434704285e-06,0.09502567917761165,1.161461193070876e-06,96.00478666631491,6.471763596463261e-12,1.4925680195427923e-10,1.014539337069598e-09,3.9001748034581625,7.224001547103647e-07,0.0
Manchester Central,Greater Manchester,North West,4,3,2,False,2.2616567415008535e-05,0.0059933993290752705,95.9373159538157,1.2446252368400162e-30,4.056453932780793,1.009607982281412e-67,3.9593976800670245e-17,3.589383369737818e-16,0.00021409683963279186,6.671670643850373e-10,4.1426728527379694e-86,0.0
Manchester Rusholme,Greater Manchester,North West,4,5,2,True,1.8726737198403466e-09,0.079381913326607,0.15243342435728105,2.1816970276504705e-59,99.76818465983361,1.6464049854347972e-122,1.8218664203758036e-32,5.026270534640399e-35,6.096743553775524e-10,4.353910066168202e-21,8.35676766809044e-131,0.0
Manchester Withington,Greater Manchester,North West,4,3,7,False,1.2852234677337776e-09,0.005860146456263096,99.97547444595679,1.400168251241803e-30,0.01858772322083871,6.310792295990456e-51,1.7035358464281762e-13,1.705893082679193e-13,7.765555440321632e-05,2.752623391245719e-08,6.380515597575919e-66,0.0
Mansfield,Nottinghamshire,East Midlands,9,4,1,False,3.512526465659618e-09,4.626878980270097e-08,9.789821984708477e-07,99.99490483562418,5.4041100762160025e-09,0.000655248350592445,8.912046974005953e-14,7.86521423264555e-08,3.2306784082973674e-09,0.004438799974742022,6.429150580578376e-17,0.0
Melksham and Devizes,Wiltshire,South West,7,11,5,False,1.7093685513314078e-14,1.093321456933728e-09,4.336170828979968e-07,1.937763695874191e-17,1.1615454887848727e-09,6.448208307903848e-07,3.903367756239428e-06,1.1132028962719726e-13,1.7112667235075903e-13,1.2383224324028287e-07,99.999994892107,0.0
Melton and Syston,Leicestershire,East Midlands,1,6,1,False,7.119604390590723e-05,0.00012667660907070323,0.0028664939859569774,0.271513913515307,2.0255509311631072e-05,96.0141033726869,2.223326386641151e-11,4.145066280291656e-06,3.229107686137523e-08,3.7112916042170254,2.3100529118942335e-06,0.0
Meriden and Solihull East,West Midlands,West Midlands,9,10,3,False,4.793782078760892e-07,5.2039641728682695e-06,1.2570783937680924e-05,2.2598968896315097,2.74943699110639e-07,0.07315180429211526,7.760713332666117e-09,4.6152811101209815e-10,5.89993818323605e-06,97.66692654944801,3.1939785957530476e-07,0.0
Mid Bedfordshire,Bedfordshire,Eastern,1,10,3,False,5.073047162004591e-07,6.707921499425422e-06,3.524111480539049e-05,0.03451050746387029,2.1216310569532074e-06,43.680497098663906,1.1197801308685818e-10,1.5394555067419217e-11,2.869182470438155e-06,56.28494450653101,4.4005923101413746e-07,0.0
Mid Buckinghamshire,Buckinghamshire,South East,7,11,5,False,8.525432464475129e-08,2.6987541153391596e-05,0.0006000859804672668,4.5839949794749995e-07,1.5291603046202882e-05,8.803809138599725,0.0030570429373520647,1.1249707189409974e-10,1.4934903492476565e-05,12.523281918758073,78.66919405591044,0.0
Mid Cheshire,Cheshire,North West,9,10,1,False,4.538268055318835e-08,0.0001413072011352434,0.03671510871739395,46.87464557213113,5.544927438066188e-07,1.8771908401669084,4.299837444609392e-08,0.3876299379754282,2.4747828721878033e-05,50.82365184309763,7.868800831540885e-12,0.0
Mid Derbyshire,Derbyshire,East Midlands,1,6,1,False,5.775804470204598e-10,4.498494952320689e-07,0.00035167447854470577,0.04050465756859583,5.737884064374112e-08,98.63153567264246,1.6994837151000503e-12,1.9539717284851205e-07,3.050607232241683e-09,1.327607288717672,3.3730295121832793e-10,0.0
Mid Dorset and North Poole,Dorset,South West,7,11,5,False,4.5658442673128385e-14,4.462481796585407e-07,1.1462347393089257e-05,6.964379484088017e-25,9.279305199150997e-07,7.490781254421818e-11,0.0005417236259870065,4.1653244300941787e-16,2.0602380065675077e-14,2.698461661688384e-09,99.99944543707437,0.0
Mid Leicestershire,Leicestershire,East Midlands,6,10,3,False,0.0070089827393831775,0.0009039612728829207,0.002823260398301313,7.801108142383778e-07,0.00030687636167071625,0.0006538228829428518,1.3278184111933448e-10,4.497006426685149e-10,6.146323120430962e-07,99.98830170090493,1.1423355836794642e-10,0.0
Mid Norfolk,Norfolk,Eastern,1,6,1,False,6.154877536000757e-09,2.106470662667392e-06,7.822553845442116e-05,0.00608020496000872,1.7238775439846916e-06,99.99361946396454,8.651585475081785e-14,4.346593639677391e-08,2.8222461426540843e-09,0.0002182221615634138,5.842136487248405e-10,0.0
Mid Sussex,West Sussex,South East,7,11,5,False,1.8032036734599392e-11,6.900208749484796e-07,9.029611456178202e-05,1.189005600765648e-12,1.6797198417432592e-06,6.0731672745205785e-09,10.613132141163794,5.077732253547367e-12,1.269195457828229e-08,0.0011189965143527222,89.38565617767705,0.0
Middlesbrough South and East Cleveland,North Yorkshire,North East,1,3,1,False,6.0076698945061224e-05,0.17463199681012317,97.2901117960706,8.033841213733303e-07,0.027780101368513308,2.000210140187876,3.4384704041449165e-08,0.42263900821137224,4.628059041865476e-06,0.08456141408001779,7.446770534673659e-10,0.0
Middlesbrough and Thornaby East,North Yorkshire,North East,10,8,8,False,0.0002899705503013704,0.6543628545555619,1.2190267882790107,1.4718647918901858e-10,0.1313258978600199,1.5619339879373575e-24,5.7148504493425364e-08,97.99390936429734,0.0010689757513946843,1.6091410625405632e-05,2.2930100075850796e-33,0.0
Milton Keynes Central,Buckinghamshire,South East,6,10,3,False,0.0002002334508939329,1.761104273086885e-06,2.2462870139263485e-05,4.875685839079556e-05,1.4515694454025732e-06,6.049367930123483e-19,1.6188811616912105e-06,7.730995556342453e-12,0.04134990386269365,99.95837381139519,1.598076985165691e-17,0.0
Milton Keynes North,Buckinghamshire,South East,6,10,3,False,1.965027299607852e-07,3.1547986958839597e-06,0.00018305143073149614,1.0494613005216231,9.367257032965697e-08,0.00011276416326668566,1.7341290260652933e-07,1.1262704826715131e-07,6.229246765421446e-05,98.95017685336212,7.04073387035744e-09,0.0
Mitcham and Morden,London (Merton),London,10,9,2,False,0.015142808784160048,0.00014441586795267775,1.1717924112682596e-05,1.7178660351941164e-16,0.0008067270735578376,1.3812323754725165e-34,8.663408022225426e-11,3.969552257649433e-12,98.48999750451702,1.4938968257424672,5.250669415636227e-34,0.0
Morecambe and Lunesdale,Cumbria; Lancashire,North West,1,6,1,False,1.6554093950288268e-10,2.8662319297847335e-08,3.492658411713992e-05,0.0002459225201080043,1.0728369838652245e-08,99.99865132789115,2.786290762306463e-13,1.100770197825094e-06,6.800852843321749e-10,0.0010666790948028603,2.9031164735585554e-09,0.0
New Forest East,Hampshire,South East,1,6,1,False,1.3259325941529759e-10,1.9326735141922594e-07,3.0321927148745046e-05,0.007041319688135664,8.86894027784874e-09,99.98898777748386,2.1531574062709985e-10,8.515638649318153e-08,4.83418844236743e-11,0.003593358587119142,0.0003469346247632121,0.0
New Forest West,Hampshire,South East,1,6,1,False,7.311736735484331e-10,9.251108138810532e-07,1.1132268081065369e-05,2.1308754317456004e-08,2.70483652456007e-06,99.99994452586176,3.97437571460118e-13,5.3527493885133725e-09,5.2049433170169734e-11,2.2725104897600643e-05,1.7959372777080938e-05,0.0
Newark,Nottinghamshire,East Midlands,1,6,1,False,2.620158736076382e-10,2.8348441353974296e-08,1.1188022494376014e-06,0.0003119160223817874,1.5701874890188473e-09,99.99608224039487,8.693142836387946e-15,3.19888679076127e-09,2.710294381576922e-10,0.003604690516055141,6.138702733009715e-10,0.0
Newbury,Berkshire,South East,7,11,5,False,1.2895107581700873e-11,2.8266302484123335e-08,5.0992369616924875e-06,5.379131624243623e-11,2.9921336736430225e-08,1.5018004928355455e-07,0.15709632320818742,1.1987511410645237e-10,6.039287637591647e-10,4.138708771082303e-05,99.84285698130897,0.0
Newcastle upon Tyne Central and West,Tyne and Wear,North East,10,3,8,False,5.6989722712919044e-05,2.5271893225192175,97.4441058419213,3.1472997545124698e-12,0.019221831710168707,3.429314960364155e-28,4.678844640908202e-10,0.0012453324879024192,0.0006953169776410887,0.007485364190180307,3.3161936672870864e-36,0.0
Newcastle upon Tyne East and Wallsend,Tyne and Wear,North East,3,3,7,False,6.110345722624377e-07,0.0012868881485457292,99.79800448584581,2.918523805281898e-11,2.5531437539746662e-05,1.0060440606521784e-22,1.7748941753496522e-10,0.19801050738539006,7.368140373025657e-05,0.0025982945378460742,2.2848988219964466e-48,0.0
Newcastle upon Tyne North,Tyne and Wear,North East,3,3,7,False,2.2617629165360414e-08,1.9348924842949092e-05,99.99985141153357,6.041508030455457e-17,5.6505135588009016e-05,2.90362812684408e-19,1.3280526922218031e-08,1.5874945942142004e-05,2.0964262283432397e-05,3.585929959188976e-05,6.894360000884881e-35,0.0
Newcastle-under-Lyme,Staffordshire,West Midlands,9,10,1,False,1.1925969791644351e-06,0.0002786706353893572,0.8408913769997837,33.54993492770111,7.877830983648152e-06,0.6993856582283764,4.7514218091642924e-08,2.235603464224817,4.526303047899676e-06,62.67389225796451,8.0259737932472e-13,0.0
Newton Abbot,Devon,South West,7,11,5,False,4.8408207070689494e-11,4.109560908463365e-06,0.001449301767586495,3.403174696288564e-07,4.436287259755613e-07,0.1635203303729823,4.319445228205128e-05,2.5004668318952153e-07,6.926144872344233e-11,0.0002959432361816698,99.8346860864995,0.0
Newton Aycliffe and Spennymoor,County Durham,North East,8,8,9,False,3.2766234024337245e-07,2.4192398155494758e-05,0.008120934854832134,0.01631121395263227,1.0715256129203218e-06,0.003133546207458132,5.845657796346762e-11,99.95252869155044,1.8069125528516118e-06,0.019878214877368943,3.5188826818382524e-19,0.0
Normanton and Hemsworth,West Yorkshire,Yorkshire and the Humber,8,8,9,False,1.2268702957560973e-08,4.0214392170547136e-07,2.2295358117592587e-07,8.97193122058276e-16,7.965906267976245e-06,6.480783457035281e-20,2.2400969339881384e-14,99.99999139472068,1.5294748823219629e-09,4.77440286440864e-10,3.9950857140973127e-39,0.0
North Bedfordshire,Bedfordshire,Eastern,1,6,3,False,5.671844153023227e-08,8.300287111503944e-07,0.00022089053865744984,1.1302179251226108,3.0737840400221184e-07,72.35482947993646,3.2586916164804996e-08,1.3429948240971154e-09,1.621771400622948e-06,26.514162726389777,0.000566128185671028,0.0
North Cornwall,Cornwall,South West,7,11,5,False,3.4704644480302482e-15,1.4207627852539956e-10,1.6347335150077072e-07,1.2874277700235488e-27,1.9738302824841757e-07,1.917554514535383e-11,2.118775687692657e-08,2.7822449465156105e-18,6.371713675203512e-15,1.491148799159205e-12,99.99999961779302,0.0
North Cotswolds,Gloucestershire,South West,7,11,5,False,9.37642515398404e-11,8.813451619031542e-07,6.296710054922472e-05,8.877164840569735e-12,7.353062053374984e-07,1.389640185953199,3.9260335123665633e-07,3.85853737566216e-10,2.710081126319759e-09,0.000782111648369783,98.60951272284463,0.0
North Devon,Devon,South West,7,11,5,False,1.0653140883839963e-13,8.726976694746665e-09,3.513091048175239e-06,1.8456123306813506e-18,8.840778473783773e-08,1.4549103499043023e-07,7.107105234004035e-07,1.4059198675105858e-13,5.161433559826522e-14,1.077856538098486e-09,99.99999553249445,0.0
North Dorset,Dorset,South West,7,11,5,False,1.7857108311508495e-12,2.5960866281409955e-08,3.288153439900115e-06,4.8853952170236104e-17,1.334987832071698e-07,0.0027324317305742647,7.822914890994006e-09,3.7195336593634855e-13,2.2522670554828665e-12,3.022775178982929e-07,99.9972638105514,0.0
North Durham,County Durham,North East,8,8,9,False,5.58144227441965e-11,4.859320396877236e-06,0.0005688487519230252,1.263756584573301e-10,1.3631146216791292e-07,5.0450855666505765e-09,1.1740544507768389e-09,99.99941104915304,5.004623030169025e-10,1.5099561448972506e-05,1.1684161040338942e-19,0.0
North East Cambridgeshire,Cambridgeshire,Eastern,9,6,1,False,8.327632788284713e-07,9.460957412413365e-06,1.1659083443085445e-05,5.0458483036187625,1.2109419364547354e-05,94.94462250468273,1.6034558622599776e-13,2.1824250777291612e-07,5.5391726872627045e-09,0.009494905584477456,1.0862433014381008e-10,0.0
North East Derbyshire,Derbyshire,East Midlands,1,6,1,False,1.031093481817162e-09,4.805738426547213e-07,0.00014059761920364212,0.16551804617737537,5.006550637315865e-09,99.72381377072455,1.5279546273129563e-12,0.00016350796180666723,8.719654427282243e-09,0.11036358193588676,2.4852383977461446e-10,0.0
North East Hampshire,Hampshire,South East,7,11,5,False,3.296084200925348e-11,5.152902463797234e-07,4.854746255318074e-05,2.3482033245672836e-14,2.2230560733268e-06,1.0370637503625658e-07,0.6693809597459511,2.298658088173587e-15,1.020055044331298e-09,0.014943606816322577,99.31562404286933,0.0
North East Hertfordshire,Hertfordshire,Eastern,1,10,3,False,2.740937033023137e-07,1.55110051006559e-06,0.00027398492202203176,9.016917797661009,3.940357361801288e-07,44.93525354136933,6.989693836907218e-09,1.1103048003597734e-07,1.1886077634543452e-05,46.04753962375773,8.289621960706782e-07,0.0
North East Somerset and Hanham,Somerset; Gloucestershire,South West,1,6,1,False,6.388530332307036e-10,4.949210640652505e-07,0.0034919832731874884,0.04109721343493899,1.2252804263996284e-07,99.5908999368825,4.017779351710674e-11,1.8034538104985882e-07,1.8533541273486363e-08,0.36451004844538853,9.568981358209093e-10,0.0
North Herefordshire,Herefordshire,West Midlands,1,5,1,True,7.343244021262551e-27,3.7470904341016744e-19,8.310242616000472e-29,9.898754305687966e-102,100.0,2.6129616602525912e-70,5.04112083385785e-65,7.617430692380544e-51,7.472380517815719e-32,3.341514791452587e-64,9.726691583674447e-96,0.0
North Norfolk,Norfolk,Eastern,7,11,5,False,1.1561825403289921e-12,1.559681516488797e-09,3.231263275454069e-06,7.980205846731878e-33,8.443915496784527e-05,1.1320560907299458e-09,2.3152136461590633e-10,3.0929613731380473e-18,4.0873775434529507e-13,3.7427840459736576e-14,99.999912326657,0.0
North Northumberland,Northumberland,North East,1,6,1,False,1.966576712172532e-06,0.0004648412892866519,4.9998192544915875e-05,2.930420669032309e-11,0.0007351223841163114,99.99873018907478,9.764598751021481e-17,1.3254982618704736e-07,8.646708413306842e-08,1.766343636137755e-05,1.0568419784399254e-13,0.0
North Shropshire,Shropshire,West Midlands,7,5,5,False,8.725349036728591e-17,4.6883744813008466e-06,3.136594801047137e-06,2.2072771231201735e-53,99.9883751975588,2.393027090182303e-21,6.7778337986987385e-09,1.8269337604358153e-23,8.474338707729641e-19,3.998681383580112e-17,0.011616970693772943,0.0
North Somerset,Somerset,South West,1,6,1,False,1.9582264148940947e-10,1.89245602674505e-07,0.0031249101132131583,5.768060250412692e-05,1.255800839268487e-07,99.79464561480698,2.727505951117629e-09,3.8313263400716764e-07,7.287891342609231e-09,0.20216388204730168,7.204260441691676e-06,0.0
North Warwickshire and Bedworth,Warwickshire,West Midlands,9,10,1,False,1.0356002488400098e-05,5.680540869056979e-05,5.556785551945258e-05,20.936169470967545,1.717208468422422e-05,32.50165824874335,7.083377100183492e-13,3.1157935687009626e-07,1.665787860824427e-07,46.56203190040077,3.7819086950909024e-10,0.0
North West Cambridgeshire,Cambridgeshire,Eastern,9,4,3,False,1.8579346464587026e-07,6.33847153388448e-07,8.360399210351042e-07,97.45219247345297,7.881834667983818e-08,0.01407642463421769,2.2426974771384416e-10,1.1738962722073726e-09,1.3998132417860004e-06,2.5337279654364866,7.66098777397184e-10,0.0
North West Essex,Essex,Eastern,1,6,3,False,5.443242765719161e-09,2.6124001407998963e-06,3.2017165697913092e-06,0.0020800430823350075,4.369293823170885e-07,99.82423608488615,2.5034609594555515e-11,1.575168659060109e-11,3.946872939912092e-08,0.17367755246518873,2.3567491075909193e-08,0.0
North West Hampshire,Hampshire,South East,1,4,1,False,9.509351936002014e-08,7.711097779237863e-05,0.008613961565605921,54.367456149451634,5.7284966746144655e-06,45.30362893698846,9.18042527003157e-06,6.557566383155338e-06,4.996289857206629e-06,0.32008864100204104,0.00010864214283848726,0.0
North West Leicestershire,Leicestershire,East Midlands,1,6,1,False,3.503650982168646e-08,2.8725516027539756e-06,2.8270615267699323e-05,5.400133210660439,1.0381879228672166e-07,93.82055566308757,8.890452275821541e-14,3.2127654031886484e-07,9.154542128774852e-09,0.7792795137831874,1.5523188183941904e-11,0.0
North West Norfolk,Norfolk,Eastern,9,6,1,False,4.402297107465623e-08,5.293874267170053e-07,0.00012249290916873255,6.740253122794827e-06,1.3000181612072854e-06,99.9997981199931,1.9921898990970574e-12,6.409792877778153e-06,1.4244263905479664e-08,5.4359828938085104e-05,9.989548016622696e-06,0.0
Northampton North,Northamptonshire,East Midlands,10,10,3,False,0.0012792110088431469,0.001992741820493305,0.0003754204151825269,11.810027746742309,4.8878968379496195e-05,2.7178858975324454e-08,1.5278572322907895e-10,1.8587117138208693e-06,0.20351963372155785,87.98275448128004,5.4196030994976126e-17,0.0
Northampton South,Northamptonshire,East Midlands,6,10,1,False,9.266158769265933e-07,1.6746971411342356e-06,8.689376606371166e-06,45.39467181968915,1.3884058203987946e-07,3.0255455419922678e-05,9.427432688230642e-09,7.386695975479786e-10,6.651334616409678e-05,54.605219971527305,2.856329182481884e-10,0.0
Norwich North,Norfolk,Eastern,9,4,1,False,7.9635721490094e-08,8.371417021063316e-06,0.009025250990099506,99.68036973677673,2.557845312288229e-07,0.0003729209943942398,5.5985553779267045e-11,0.00017396624765793375,3.1269728961558823e-06,0.31004629112504684,5.783782548813666e-20,0.0
Norwich South,Norfolk,Eastern,3,3,7,False,3.004841995759468e-06,5.677141129406585e-05,99.99971609798818,1.1664299845888856e-18,0.00019452567821825415,1.4697573236243108e-35,9.362570036197811e-14,1.6528482533093296e-09,2.903887573329875e-05,5.595514840536344e-07,7.510866220361263e-68,0.0
Nottingham East,Nottinghamshire,East Midlands,4,3,7,False,4.15098117859914e-06,0.002543990916243403,99.9970263369427,3.7686368501339983e-19,0.0002112128910386328,2.3641422910555935e-49,5.881128014411079e-14,1.3678447897015651e-11,0.0001404682417316792,7.3840013244323e-05,2.0715191222735727e-58,0.0
Nottingham North and Kimberley,Nottinghamshire,East Midlands,10,10,8,False,0.00950061242418381,0.0075054514630134885,0.0660724622917511,0.015395826028409897,0.00104319224887201,1.0104720436326862e-17,4.583553634995887e-07,0.0007282816175644651,2.820165161832772,97.07958855373806,5.331585587867519e-25,0.0
Nottingham South,Nottinghamshire,East Midlands,3,3,7,False,0.00010844845729326856,6.850520107117202e-05,99.99762745004733,1.1247907516306365e-21,0.0021845387268406274,5.117548973982945e-43,4.070519199849742e-14,5.187337987071349e-12,5.921794138043794e-06,5.135767958251897e-06,4.885396178489585e-57,0.0
Nuneaton,Warwickshire,West Midlands,9,4,1,False,1.0609610769121524e-07,3.723676341757763e-07,4.469006326462585e-06,99.7626163316301,7.0021003096090546e-09,0.000270360230902541,3.983309687740185e-12,2.9920832093975705e-07,4.951492777613914e-08,0.23710800493920453,3.2572644311999825e-13,0.0
Old Bexley and Sidcup,London (Bexley),London,6,10,3,False,6.496157473504758e-06,3.3561149160695057e-06,1.0455340953269259e-07,0.016399978021135193,5.793353510126372e-06,1.5012248640678653e-07,3.002592747628488e-10,7.85919503909857e-14,2.2512712621931935e-06,99.98358187010527,3.3750190099414345e-14,0.0
Oldham East and Saddleworth,Greater Manchester,North West,10,2,8,False,1.3884236844115176e-07,99.79424315339357,6.729361445869557e-07,1.9486215224913472e-15,0.00043297812047432744,4.154293074956879e-18,1.0562483512205789e-09,1.9274784340168093e-13,4.8876207728612846e-05,0.20527417944315515,1.6131265710407544e-22,0.0
"Oldham West, Chadderton and Royton",Greater Manchester,North West,5,2,6,False,1.3443673743353539e-12,99.99816296559992,5.951680524228707e-27,2.2359671665827244e-67,0.0018370343988292131,9.313236375468035e-62,1.6777931556320634e-37,3.718593569390817e-44,1.8129826971154946e-15,3.897772612268141e-19,5.637570413285521e-81,0.0
Orpington,London (Bromley),London,6,10,3,False,3.0934970576889088e-06,1.160639886567258e-06,3.243294976592877e-07,0.014527679340834232,1.7128354468276088e-06,7.732871445626247e-08,5.184206112801026e-07,1.0375225221068916e-13,0.00012122923152175358,99.98534420428624,9.011281531432365e-11,0.0
Ossett and Denby Dale,West Yorkshire,Yorkshire and the Humber,1,6,1,False,4.0722231738263684e-09,1.6254087428315442e-05,0.00942640862123489,2.4402822598619274,3.354340670391829e-07,92.12627530964966,5.137746877949329e-09,0.04445164834111393,1.722081368268541e-07,5.379547588121522,1.4464857273942275e-08,0.0
Oxford East,Oxfordshire,South East,4,3,7,False,1.365741787368173e-07,0.3402096931320629,99.65484085026847,1.1468278027421944e-18,0.00483373071390063,9.954753903900501e-40,4.434820450913106e-11,4.438139825174693e-10,0.000114270845140006,1.3179782461121577e-06,1.6768202140770816e-46,0.0
Oxford West and Abingdon,Oxfordshire,South East,2,7,5,False,8.687982989029167e-09,3.2790995878744703e-08,12.084933801573557,9.954799632347767e-22,0.1607661271206566,2.2264871795987217e-24,87.75426080706683,2.285534163005681e-12,3.888226947429916e-05,3.4048810047404457e-07,6.057774956380744e-16,0.0
Peckham,London (Southwark),London,4,9,2,False,1.0584700460905926e-07,5.626372362979338e-10,1.2369067764991845e-12,1.7166660549431228e-62,0.002118195975845726,6.809722208472937e-95,4.934041273194997e-36,2.361013629337965e-34,99.99788169761341,3.474208772430501e-23,9.702308641415958e-121,0.0
Pendle and Clitheroe,Lancashire,North West,9,10,8,False,1.0114001368339863e-05,41.2036564570958,0.00010814644000455886,1.416236821605717e-06,0.0013875932983440083,2.8111224562638286e-05,3.306564174104076e-10,9.815541489973808e-12,6.942361620467081e-05,58.794738737746584,1.0435415287758797e-15,0.0
Penistone and Stocksbridge,South Yorkshire,Yorkshire and the Humber,1,8,1,False,4.206730640909934e-08,8.854662313419836e-05,0.09476373145484526,0.04544723124433893,9.74128086492444e-06,1.97971432696172,1.1409600615334485e-07,94.42252441699979,2.05379807817376e-06,3.457449795438768,3.5299920608523776e-11,0.0
Penrith and Solway,Cumbria,North West,1,6,1,False,2.0365979071560614e-09,3.397545049959348e-07,3.773016540173024e-05,1.0241414752144206e-11,7.776316486274318e-07,99.99989138680087,1.258767472944052e-15,7.761492298040137e-06,4.035573031098404e-09,6.199445929741788e-05,3.6136500621155604e-09,0.0
Peterborough,Cambridgeshire,Eastern,10,2,8,False,8.531492584239636e-05,99.25158538206715,0.003515734490216254,4.92276327601448e-08,0.0025406276074768073,6.184656889966461e-17,2.0900762485443858e-07,8.70439446167142e-09,0.0042967327959909,0.7379759411736904,9.61156754938799e-21,0.0
Plymouth Moor View,Devon,South West,9,4,1,False,3.5583581610080534e-06,0.0002029169364211547,0.060421968115039595,99.92047922688312,5.53762007890386e-05,0.0003371187550534274,1.277893863949654e-11,0.018387308488336994,3.958021496536298e-06,0.00010856822874015677,4.2491915282463e-21,0.0
Plymouth Sutton and Devonport,Devon,South West,3,3,7,False,2.7376935787421388e-06,4.147187323200345e-06,99.99988699115887,2.9001426617160595e-09,4.24430538792337e-05,3.5740936848737826e-19,6.2427578253060495e-12,4.1051469657336056e-05,1.2601840080157883e-06,2.1366346399192687e-05,2.9138914919412615e-45,0.0
